NULL,65,70,62,74,59,20,72,58,60,27,69,24,55,39,46,77,54,48,50,75,21,31,32,40,56,33,22,36,41,43,61,29,44,28,64,51,25,34,66,23,47,35,19,57,68,45,53,26,38,30,73,18,52,67,71,42,37,63,49
3.0,4.133333333333333,3.4,3.055555555555556,4.0,3.148148148148148,3.571428571428571,3.0,3.142857142857143,2.952380952380952,2.842105263157895,2.75,3.090909090909091,3.375,2.974358974358974,3.423076923076923,5.0,3.296296296296296,3.694444444444444,3.171428571428571,4.0,2.7,2.423076923076923,3.028571428571429,3.324324324324324,3.5,3.0,3.181818181818182,3.366666666666667,3.461538461538462,3.666666666666667,3.466666666666667,2.954545454545455,3.307692307692308,2.818181818181818,2.857142857142857,3.515151515151515,3.052631578947368,2.576923076923077,3.142857142857143,2.166666666666667,3.46875,2.96875,2.5,3.2,2.333333333333333,3.708333333333333,3.821428571428571,2.666666666666667,2.833333333333333,2.787878787878788,4.0,3.0,3.533333333333333,3.727272727272727,4.666666666666667,3.37037037037037,3.102564102564103,3.55,3.424242424242424
3.777777777777778,2.933333333333333,2.2,3.833333333333333,2.5,3.592592592592593,2.714285714285714,3.5,3.785714285714286,3.80952380952381,3.026315789473684,3.5,2.863636363636364,3.25,2.871794871794872,3.230769230769231,2.0,3.407407407407407,2.916666666666667,3.4,3.0,3.4,3.384615384615385,3.171428571428571,3.108108108108108,3.777777777777778,2.5,2.818181818181818,2.9,3.5,3.37037037037037,2.933333333333333,3.181818181818182,3.346153846153846,2.590909090909091,3.428571428571429,3.121212121212121,2.684210526315789,3.153846153846154,3.714285714285714,3.0,3.5,3.40625,3.0,3.36,4.5,2.958333333333333,2.75,2.875,2.8,3.03030303030303,4.0,3.0,3.366666666666667,3.636363636363636,4.333333333333333,2.888888888888889,3.0,3.5,3.060606060606061
2.222222222222222,3.133333333333333,3.2,2.777777777777778,3.0,2.777777777777778,2.428571428571429,3.0,2.607142857142857,2.428571428571429,2.473684210526316,2.375,2.5,2.375,2.333333333333333,2.423076923076923,5.0,2.703703703703704,3.111111111111111,2.771428571428571,2.0,2.5,1.692307692307692,2.457142857142857,2.243243243243243,2.5,2.708333333333333,2.636363636363636,2.4,2.538461538461538,3.111111111111111,3.0,2.409090909090909,2.730769230769231,3.136363636363636,2.642857142857143,2.848484848484848,2.789473684210526,1.884615384615385,2.857142857142857,2.333333333333333,2.84375,2.5625,1.0,2.48,2.5,3.041666666666667,2.75,2.708333333333333,2.4,2.545454545454545,1.0,3.5,2.9,2.909090909090909,2.0,2.851851851851852,2.41025641025641,2.4,2.727272727272727
3.481481481481481,2.6,3.2,3.055555555555556,3.0,2.814814814814815,3.714285714285714,3.0,3.071428571428571,3.285714285714286,4.078947368421053,2.875,3.5,3.5,3.282051282051282,3.115384615384615,5.0,3.444444444444444,2.777777777777778,2.885714285714286,4.0,3.9,4.269230769230769,3.428571428571429,3.324324324324324,3.166666666666667,3.541666666666667,4.181818181818182,3.233333333333333,3.307692307692308,2.962962962962963,2.866666666666667,3.863636363636364,3.153846153846154,3.5,3.0,2.939393939393939,3.894736842105263,3.730769230769231,3.142857142857143,3.5,2.84375,3.5,4.0,3.2,2.5,3.416666666666667,3.142857142857143,4.125,3.533333333333333,3.545454545454545,4.0,3.5,3.366666666666667,3.272727272727273,4.333333333333333,3.185185185185185,3.333333333333333,3.15,2.848484848484848
3.666666666666667,4.066666666666667,3.4,3.388888888888889,5.0,3.111111111111111,2.571428571428571,3.0,3.142857142857143,3.142857142857143,2.763157894736842,1.75,2.772727272727273,3.3125,2.717948717948718,3.384615384615385,5.0,3.259259259259259,3.611111111111111,3.085714285714286,4.0,2.5,2.461538461538462,3.057142857142857,3.243243243243243,2.833333333333333,3.291666666666667,2.818181818181818,3.3,3.230769230769231,3.703703703703704,3.466666666666667,3.045454545454545,3.192307692307692,3.090909090909091,3.142857142857143,3.363636363636364,3.0,2.5,3.285714285714286,2.166666666666667,3.40625,3.15625,2.5,3.2,1.5,3.833333333333333,4.0,2.875,2.8,2.878787878787879,4.0,2.5,3.4,3.272727272727273,4.333333333333333,3.518518518518519,3.128205128205128,3.1,3.212121212121212
3.259259259259259,3.066666666666667,3.2,2.888888888888889,2.0,3.074074074074074,2.428571428571429,3.0,3.071428571428571,3.333333333333333,3.236842105263158,1.5,3.545454545454545,2.375,3.435897435897436,3.038461538461538,2.0,3.148148148148148,3.472222222222222,3.257142857142857,4.0,3.5,3.153846153846154,3.628571428571429,3.135135135135135,3.166666666666667,4.041666666666667,3.454545454545455,3.433333333333333,2.692307692307692,3.148148148148148,2.466666666666667,3.272727272727273,3.384615384615385,3.272727272727273,2.357142857142857,3.363636363636364,3.421052631578947,3.384615384615385,2.142857142857143,4.0,3.28125,3.25,1.5,3.2,2.0,3.916666666666667,3.178571428571429,3.375,2.833333333333333,3.181818181818182,4.5,3.0,3.266666666666667,2.727272727272727,4.666666666666667,3.555555555555556,3.205128205128205,2.55,3.121212121212121
3.037037037037037,3.333333333333333,3.2,2.611111111111111,4.0,3.037037037037037,3.0,3.0,2.535714285714286,2.380952380952381,1.842105263157895,2.25,2.090909090909091,3.1875,2.717948717948718,2.884615384615385,5.0,2.888888888888889,3.166666666666667,2.428571428571429,4.0,2.9,2.192307692307692,2.285714285714286,2.945945945945946,2.611111111111111,2.0,2.272727272727273,2.633333333333333,2.807692307692308,3.259259259259259,3.066666666666667,2.0,2.692307692307692,2.181818181818182,2.785714285714286,3.060606060606061,2.631578947368421,1.961538461538462,3.142857142857143,2.0,3.21875,2.59375,1.5,2.8,2.166666666666667,3.416666666666667,3.357142857142857,2.083333333333333,2.433333333333333,2.696969696969697,3.0,2.0,2.9,2.727272727272727,4.333333333333333,2.814814814814815,2.666666666666667,3.25,2.939393939393939
2.962962962962963,2.866666666666667,3.6,2.888888888888889,3.0,2.888888888888889,2.142857142857143,2.5,2.857142857142857,2.857142857142857,2.526315789473684,1.875,2.409090909090909,2.875,3.051282051282051,2.884615384615385,5.0,2.740740740740741,3.055555555555556,3.257142857142857,2.0,2.2,2.576923076923077,2.542857142857143,3.027027027027027,3.333333333333333,2.583333333333333,2.636363636363636,3.133333333333333,3.038461538461538,2.814814814814815,2.8,2.772727272727273,2.653846153846154,3.0,3.142857142857143,2.575757575757576,2.0,2.538461538461538,4.428571428571429,3.0,3.34375,2.75,3.0,2.72,3.5,3.0,2.464285714285714,2.5,2.9,2.96969696969697,2.5,3.0,2.9,3.0,2.333333333333333,2.851851851851852,3.051282051282051,2.85,2.636363636363636
2.777777777777778,2.533333333333333,1.8,2.833333333333333,2.5,3.148148148148148,4.142857142857143,4.0,2.892857142857143,3.095238095238095,4.052631578947368,2.375,4.090909090909091,2.625,3.307692307692308,3.538461538461538,2.0,3.074074074074074,2.916666666666667,3.0,1.0,4.4,4.115384615384615,4.142857142857143,3.459459459459459,2.888888888888889,3.958333333333333,4.545454545454545,3.466666666666667,3.5,2.814814814814815,2.733333333333333,3.727272727272727,2.807692307692308,3.863636363636364,2.5,3.303030303030303,4.105263157894737,3.769230769230769,3.0,4.0,2.90625,3.46875,4.5,2.84,2.5,3.333333333333333,2.857142857142857,4.0,3.7,3.909090909090909,2.5,4.5,2.666666666666667,2.909090909090909,3.666666666666667,3.962962962962963,3.512820512820513,1.95,3.393939393939394
